key,source,sample_index,sample_id,model,persona,trial,split,status,outer_turns,declared_turns,calls,receipts,batches,multi_batches,reordered_batches,recorded_updates,structural_issues,state_issues,goal_supported,goal_known,effect_final,effect_ever_true,observed_regression_candidate,ever_true_final_false_candidate,ted_final_progress,ted_final_full,ted_auc,ted_ppt,completed_subgoals,subgoals,reported_full_effect_false_candidate,raw_effect_progress,recorded_progress
mistral_nemo/expert/4/find_current_city_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_4_results.json,7,find_current_city_low_battery_mode,mistral_nemo,expert,4,heldout,success,4,4,15,15,15,0,0,3,,,False,False,,,,,1.0,True,0.7653,0.25,7,7,False,[],"[0.0, 0.0, 0.8571, 1.0]"
mistral_nemo/expert/4/find_days_till_holiday,toolsandbox/mistral_nemo/expert/trial_4_results.json,8,find_days_till_holiday,mistral_nemo,expert,4,heldout,success,3,3,4,4,4,0,0,0,,,False,False,,,,,1.0,True,0.7857142857142857,0.3333333333333333,4,4,False,[],"[0.0, 0.0, 1.0]"
mistral_nemo/expert/4/find_days_till_holiday_wifi_off,toolsandbox/mistral_nemo/expert/trial_4_results.json,9,find_days_till_holiday_wifi_off,mistral_nemo,expert,4,heldout,success,3,3,6,6,5,1,0,1,,,False,False,,,,,1.0,True,0.9428571428571428,0.5,5,5,False,[],"[0.2, 1.0, 1.0]"
mistral_nemo/expert/4/find_stock_symbol_with_company_name,toolsandbox/mistral_nemo/expert/trial_4_results.json,10,find_stock_symbol_with_company_name,mistral_nemo,expert,4,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],[1.0]
mistral_nemo/expert/4/find_stock_symbol_with_company_name_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_4_results.json,11,find_stock_symbol_with_company_name_low_battery_mode,mistral_nemo,expert,4,heldout,success,4,4,8,8,8,0,0,2,,,False,False,,,,,1.0,True,0.6428571428571429,0.25,5,5,False,[],"[0.0, 0.0, 0.0, 1.0]"
mistral_nemo/expert/4/find_thanksgiving_timestamp,toolsandbox/mistral_nemo/expert/trial_4_results.json,12,find_thanksgiving_timestamp,mistral_nemo,expert,4,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,1,1,False,[],[1.0]
mistral_nemo/expert/4/get_cellular,toolsandbox/mistral_nemo/expert/trial_4_results.json,13,get_cellular,mistral_nemo,expert,4,heldout,success,1,1,0,0,0,0,0,0,,,False,False,,,,,0.0,False,0.0,0.0,0,2,False,[],[0.0]
mistral_nemo/expert/4/get_wifi,toolsandbox/mistral_nemo/expert/trial_4_results.json,14,get_wifi,mistral_nemo,expert,4,heldout,success,2,2,2,2,2,0,0,0,,,False,False,,,,,1.0,True,0.9285714285714285,0.5,2,2,False,[],"[0.0, 1.0]"
mistral_nemo/expert/4/modify_contact_with_message_recency,toolsandbox/mistral_nemo/expert/trial_4_results.json,15,modify_contact_with_message_recency,mistral_nemo,expert,4,heldout,success,8,8,10,10,9,1,0,0,,mutation_without_snapshot:lx5yAa0H3,False,False,,,,,0.4,False,0.3142857142857143,0.13333333333333333,2,5,False,[],"[0.0, 0.0, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4]"
mistral_nemo/expert/4/remove_contact_by_phone,toolsandbox/mistral_nemo/expert/trial_4_results.json,16,remove_contact_by_phone,mistral_nemo,expert,4,heldout,success,8,8,8,8,8,0,0,4,,,True,True,False,False,False,False,0.6667,False,0.6667,0.6667,2,3,False,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]","[0.6667, 0.6667, 0.6667, 0.6667, 0.6667, 0.6667, 0.6667, 0.6667]"
mistral_nemo/expert/4/remove_contact_by_phone_no_remove_contact_insufficient_information,toolsandbox/mistral_nemo/expert/trial_4_results.json,17,remove_contact_by_phone_no_remove_contact_insufficient_information,mistral_nemo,expert,4,heldout,success,3,3,1,1,1,0,0,0,,,False,False,,,,,0.0,False,0.0,0.0,0,1,False,[],"[0.0, 0.0, 0.0]"
mistral_nemo/expert/4/remove_contact_with_id,toolsandbox/mistral_nemo/expert/trial_4_results.json,18,remove_contact_with_id,mistral_nemo,expert,4,heldout,success,1,1,1,1,1,0,0,1,,,True,True,True,True,False,False,1.0,True,1.0,1.0,2,2,False,"[true, true]",[1.0]
mistral_nemo/expert/4/search_message_with_recency_latest,toolsandbox/mistral_nemo/expert/trial_4_results.json,19,search_message_with_recency_latest,mistral_nemo,expert,4,heldout,success,1,1,4,4,4,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],[1.0]
mistral_nemo/expert/4/search_message_with_recency_oldest,toolsandbox/mistral_nemo/expert/trial_4_results.json,20,search_message_with_recency_oldest,mistral_nemo,expert,4,heldout,success,3,3,6,6,6,0,0,0,,,False,False,,,,,1.0,True,0.8928571428571429,0.3333333333333333,4,4,False,[],"[0.5, 0.5, 1.0]"
mistral_nemo/expert/4/search_name_with_relationship,toolsandbox/mistral_nemo/expert/trial_4_results.json,21,search_name_with_relationship,mistral_nemo,expert,4,heldout,success,8,8,4,4,4,0,0,0,,,False,False,,,,,0.0,False,0.0,0.0,0,2,False,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mistral_nemo/expert/4/search_phone_number_with_name,toolsandbox/mistral_nemo/expert/trial_4_results.json,22,search_phone_number_with_name,mistral_nemo,expert,4,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],[1.0]
mistral_nemo/expert/4/search_relationship_with_phone_number,toolsandbox/mistral_nemo/expert/trial_4_results.json,23,search_relationship_with_phone_number,mistral_nemo,expert,4,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],[1.0]
mistral_nemo/expert/4/search_reminder_with_creation_recency_yesterday,toolsandbox/mistral_nemo/expert/trial_4_results.json,24,search_reminder_with_creation_recency_yesterday,mistral_nemo,expert,4,heldout,success,8,8,18,18,15,3,0,0,,,False,False,,,,,0.75,False,0.6785714285714286,0.25,3,4,False,[],"[0.25, 0.5, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]"
mistral_nemo/expert/4/search_reminder_with_recency_upcoming,toolsandbox/mistral_nemo/expert/trial_4_results.json,25,search_reminder_with_recency_upcoming,mistral_nemo,expert,4,heldout,success,8,8,8,8,7,1,0,0,,,False,False,,,,,0.75,False,0.7321428571428572,0.375,3,4,False,[],"[0.5, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]"
mistral_nemo/expert/4/search_reminder_with_recency_yesterday,toolsandbox/mistral_nemo/expert/trial_4_results.json,26,search_reminder_with_recency_yesterday,mistral_nemo,expert,4,heldout,success,5,5,7,7,7,0,0,0,,,False,False,,,,,0.75,False,0.75,0.75,3,4,False,[],"[0.75, 0.75, 0.75, 0.75, 0.75]"
mistral_nemo/expert/4/search_sender_phone_number_with_content,toolsandbox/mistral_nemo/expert/trial_4_results.json,27,search_sender_phone_number_with_content,mistral_nemo,expert,4,heldout,success,8,8,3,3,3,0,0,0,,,False,False,,,,,0.5,False,0.10714285714285715,0.07142857142857142,1,2,False,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]"
mistral_nemo/expert/4/send_message_with_contact_content_cellular_off,toolsandbox/mistral_nemo/expert/trial_4_results.json,28,send_message_with_contact_content_cellular_off,mistral_nemo,expert,4,heldout,success,3,3,6,6,6,0,0,2,,,False,False,,,,,1.0,True,0.8714285714285714,0.3333333333333333,5,5,False,[],"[0.4, 0.4, 1.0]"
mistral_nemo/expert/4/send_message_with_phone_number_and_content,toolsandbox/mistral_nemo/expert/trial_4_results.json,29,send_message_with_phone_number_and_content,mistral_nemo,expert,4,heldout,success,1,1,1,1,1,0,0,1,,,False,False,,,,,0.5,False,0.5,0.5,1,2,False,[],[0.5]
mistral_nemo/expert/4/turn_on_cellular_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_4_results.json,30,turn_on_cellular_low_battery_mode,mistral_nemo,expert,4,heldout,success,7,7,10,10,7,3,0,2,,,True,True,True,True,False,False,1.0,True,0.5476,0.16666666666666666,3,3,False,"[false, false, false, false, false, false, false, false, false, false, false, true, true, true]","[0.0, 0.3333, 0.3333, 0.3333, 0.3333, 1.0, 1.0]"
mistral_nemo/expert/4/turn_on_location_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_4_results.json,31,turn_on_location_low_battery_mode,mistral_nemo,expert,4,heldout,success,2,2,1,1,1,0,0,0,,,True,True,False,False,False,False,0.0,False,0.0,0.0,0,4,False,"[false, false, false]","[0.0, 0.0]"
mistral_nemo/expert/4/turn_on_wifi_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_4_results.json,32,turn_on_wifi_low_battery_mode,mistral_nemo,expert,4,heldout,success,8,8,7,7,6,1,0,2,,,True,True,True,True,False,False,0.75,False,0.4642857142857143,0.09375,3,4,False,"[false, false, false, false, false, false, false, false, false, false, false, false, true, true]","[0.25, 0.25, 0.5, 0.5, 0.5, 0.5, 0.5, 0.75]"
mistral_nemo/expert/4/update_contact_relationship_with_relationship,toolsandbox/mistral_nemo/expert/trial_4_results.json,33,update_contact_relationship_with_relationship,mistral_nemo,expert,4,heldout,success,3,3,10,10,4,3,0,1,,mutation_without_snapshot:ZOumJrO7g;mutation_without_snapshot:PLlIhoQ6S;mutation_without_snapshot:pOIWlSYqU;mutation_without_snapshot:oilWc0Ufa;mutation_without_snapshot:dLGGG3aC3,True,True,True,True,False,False,1.0,True,0.7857142857142857,0.3333333333333333,4,4,False,"[null, null, null, null, null, true, true]","[0.0, 0.0, 1.0]"
mistral_nemo/expert/4/update_contact_relationship_with_relationship_twice_multiple_user_turn,toolsandbox/mistral_nemo/expert/trial_4_results.json,34,update_contact_relationship_with_relationship_twice_multiple_user_turn,mistral_nemo,expert,4,heldout,success,3,3,9,9,4,4,0,2,,mutation_without_snapshot:SN43dCQZE;mutation_without_snapshot:CBiH6tX0D;mutation_without_snapshot:PKFmJShRB,False,False,,,,,0.8,False,0.7142857142857143,0.26666666666666666,4,5,False,[],"[0.0, 0.6, 0.8]"
mistral_nemo/expert/4/update_contact_with_id_and_phone_number,toolsandbox/mistral_nemo/expert/trial_4_results.json,35,update_contact_with_id_and_phone_number,mistral_nemo,expert,4,heldout,success,1,1,1,1,1,0,0,1,,,True,True,True,True,False,False,1.0,True,1.0,1.0,2,2,False,"[true, true]",[1.0]
mistral_nemo/expert/4/wifi_off,toolsandbox/mistral_nemo/expert/trial_4_results.json,36,wifi_off,mistral_nemo,expert,4,heldout,success,2,2,2,2,2,0,0,1,,,True,True,True,True,False,False,1.0,True,0.9285714285714285,0.5,2,2,False,"[null, null, true, true]","[0.0, 1.0]"
mistral_nemo/expert/5/add_contact_with_name_and_phone_number,toolsandbox/mistral_nemo/expert/trial_5_results.json,0,add_contact_with_name_and_phone_number,mistral_nemo,expert,5,heldout,success,2,2,2,2,2,0,0,1,,,True,True,True,True,False,False,0.5,False,0.46428571428571425,0.25,1,2,False,"[false, false, true, true]","[0.0, 0.5]"
mistral_nemo/expert/5/add_reminder_content_and_date_and_time,toolsandbox/mistral_nemo/expert/trial_5_results.json,1,add_reminder_content_and_date_and_time,mistral_nemo,expert,5,heldout,success,4,4,3,3,3,0,0,1,,,False,False,,,,,0.0,False,0.0,0.0,0,2,False,[],"[0.0, 0.0, 0.0, 0.0]"
mistral_nemo/expert/5/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_nemo/expert/trial_5_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_nemo,expert,5,heldout,success,2,2,2,2,2,0,0,1,,,False,False,,,,,0.5,False,0.5,0.5,1,2,False,[],"[0.5, 0.5]"
mistral_nemo/expert/5/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_nemo/expert/trial_5_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_nemo,expert,5,heldout,success,2,2,2,1,2,0,1,0,missing_receipt:S8ZydvfVM,,False,False,,,,,0.5,False,0.46428571428571425,0.25,1,2,False,[],"[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
mistral_nemo/expert/5/cellular_off,toolsandbox/mistral_nemo/expert/trial_5_results.json,4,cellular_off,mistral_nemo,expert,5,heldout,success,2,2,1,1,1,0,0,1,,,True,True,True,True,False,False,1.0,True,0.9285714285714285,0.5,2,2,False,"[null, true, true]","[0.0, 1.0]"
mistral_nemo/expert/5/convert_currency,toolsandbox/mistral_nemo/expert/trial_5_results.json,5,convert_currency,mistral_nemo,expert,5,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,1,1,False,[],[1.0]
mistral_nemo/expert/5/find_address_with_lat_lon,toolsandbox/mistral_nemo/expert/trial_5_results.json,6,find_address_with_lat_lon,mistral_nemo,expert,5,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,0.5,False,0.5,0.5,1,2,False,[],[0.5]
mistral_nemo/expert/5/find_current_city_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_5_results.json,7,find_current_city_low_battery_mode,mistral_nemo,expert,5,heldout,success,2,2,1,1,1,0,0,0,,,False,False,,,,,0.0,False,0.0,0.0,0,7,False,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mistral_nemo/expert/5/find_days_till_holiday,toolsandbox/mistral_nemo/expert/trial_5_results.json,8,find_days_till_holiday,mistral_nemo,expert,5,heldout,success,2,2,3,3,3,0,0,0,,,False,False,,,,,1.0,True,0.9285714285714285,0.5,4,4,False,[],"[0.0, 1.0]"
mistral_nemo/expert/5/find_days_till_holiday_wifi_off,toolsandbox/mistral_nemo/expert/trial_5_results.json,9,find_days_till_holiday_wifi_off,mistral_nemo,expert,5,heldout,success,6,6,8,8,8,0,0,0,,,False,False,,,,,0.2,False,0.1285714285714286,0.05,1,5,False,[],"[0.0, 0.0, 0.0, 0.2, 0.2, 0.2]"
mistral_nemo/expert/5/find_stock_symbol_with_company_name,toolsandbox/mistral_nemo/expert/trial_5_results.json,10,find_stock_symbol_with_company_name,mistral_nemo,expert,5,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],[1.0]
mistral_nemo/expert/5/find_stock_symbol_with_company_name_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_5_results.json,11,find_stock_symbol_with_company_name_low_battery_mode,mistral_nemo,expert,5,heldout,success,4,4,11,11,11,0,0,2,,,False,False,,,,,1.0,True,0.7285714285714285,0.25,5,5,False,[],"[0.0, 0.0, 0.6, 1.0]"
mistral_nemo/expert/5/find_thanksgiving_timestamp,toolsandbox/mistral_nemo/expert/trial_5_results.json,12,find_thanksgiving_timestamp,mistral_nemo,expert,5,heldout,success,2,2,1,1,1,0,0,0,,,False,False,,,,,1.0,True,0.9285714285714285,0.5,1,1,False,[],"[0.0, 1.0]"
mistral_nemo/expert/5/get_cellular,toolsandbox/mistral_nemo/expert/trial_5_results.json,13,get_cellular,mistral_nemo,expert,5,heldout,success,2,2,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],"[1.0, 1.0]"
mistral_nemo/expert/5/get_wifi,toolsandbox/mistral_nemo/expert/trial_5_results.json,14,get_wifi,mistral_nemo,expert,5,heldout,success,1,1,3,3,3,0,0,0,,,False,False,,,,,0.0,False,0.0,0.0,0,2,False,[],[0.0]
mistral_nemo/expert/5/modify_contact_with_message_recency,toolsandbox/mistral_nemo/expert/trial_5_results.json,15,modify_contact_with_message_recency,mistral_nemo,expert,5,heldout,success,5,5,7,7,7,0,0,0,,mutation_without_snapshot:sV3eP9jUi,False,False,,,,,0.4,False,0.39999999999999997,0.4,2,5,False,[],"[0.4, 0.4, 0.4, 0.4, 0.4]"
mistral_nemo/expert/5/remove_contact_by_phone,toolsandbox/mistral_nemo/expert/trial_5_results.json,16,remove_contact_by_phone,mistral_nemo,expert,5,heldout,success,2,2,2,2,2,0,0,1,,,True,True,True,True,False,False,1.0,True,0.9761928571428571,0.5,3,3,False,"[false, false, true, true]","[0.6667, 1.0]"
mistral_nemo/expert/5/remove_contact_by_phone_no_remove_contact_insufficient_information,toolsandbox/mistral_nemo/expert/trial_5_results.json,17,remove_contact_by_phone_no_remove_contact_insufficient_information,mistral_nemo,expert,5,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,0.0,False,0.0,0.0,0,1,False,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mistral_nemo/expert/5/remove_contact_with_id,toolsandbox/mistral_nemo/expert/trial_5_results.json,18,remove_contact_with_id,mistral_nemo,expert,5,heldout,success,1,1,1,1,1,0,0,1,,,True,True,True,True,False,False,1.0,True,1.0,1.0,2,2,False,"[true, true]",[1.0]
mistral_nemo/expert/5/search_message_with_recency_latest,toolsandbox/mistral_nemo/expert/trial_5_results.json,19,search_message_with_recency_latest,mistral_nemo,expert,5,heldout,success,1,1,2,2,2,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],[1.0]
mistral_nemo/expert/5/search_message_with_recency_oldest,toolsandbox/mistral_nemo/expert/trial_5_results.json,20,search_message_with_recency_oldest,mistral_nemo,expert,5,heldout,success,8,8,10,10,10,0,0,0,,,False,False,,,,,0.75,False,0.6964285714285715,0.25,3,4,False,[],"[0.5, 0.5, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]"
mistral_nemo/expert/5/search_name_with_relationship,toolsandbox/mistral_nemo/expert/trial_5_results.json,21,search_name_with_relationship,mistral_nemo,expert,5,heldout,success,3,3,1,1,1,0,0,0,,,False,False,,,,,0.0,False,0.0,0.0,0,2,False,[],"[0.0, 0.0, 0.0, 0.0]"
mistral_nemo/expert/5/search_phone_number_with_name,toolsandbox/mistral_nemo/expert/trial_5_results.json,22,search_phone_number_with_name,mistral_nemo,expert,5,heldout,success,8,8,17,17,8,1,0,0,,,False,False,,,,,0.5,False,0.46428571428571425,0.25,1,2,False,[],"[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
mistral_nemo/expert/5/search_relationship_with_phone_number,toolsandbox/mistral_nemo/expert/trial_5_results.json,23,search_relationship_with_phone_number,mistral_nemo,expert,5,heldout,success,2,2,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],"[1.0, 1.0]"
mistral_nemo/expert/5/search_reminder_with_creation_recency_yesterday,toolsandbox/mistral_nemo/expert/trial_5_results.json,24,search_reminder_with_creation_recency_yesterday,mistral_nemo,expert,5,heldout,success,2,2,4,4,4,0,0,0,,,False,False,,,,,0.75,False,0.625,0.15,3,4,False,[],"[0.5, 0.5, 0.5, 0.5, 0.75, 0.75, 0.75, 0.75]"
mistral_nemo/expert/5/search_reminder_with_recency_upcoming,toolsandbox/mistral_nemo/expert/trial_5_results.json,25,search_reminder_with_recency_upcoming,mistral_nemo,expert,5,heldout,success,8,8,10,10,9,1,0,0,,,False,False,,,,,0.75,False,0.75,0.75,3,4,False,[],"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]"
mistral_nemo/expert/5/search_reminder_with_recency_yesterday,toolsandbox/mistral_nemo/expert/trial_5_results.json,26,search_reminder_with_recency_yesterday,mistral_nemo,expert,5,heldout,success,5,5,6,6,6,0,0,0,,,False,False,,,,,0.75,False,0.75,0.75,3,4,False,[],"[0.75, 0.75, 0.75, 0.75, 0.75]"
mistral_nemo/expert/5/search_sender_phone_number_with_content,toolsandbox/mistral_nemo/expert/trial_5_results.json,27,search_sender_phone_number_with_content,mistral_nemo,expert,5,heldout,success,3,3,1,1,1,0,0,0,,,False,False,,,,,1.0,True,0.7857142857142857,0.3333333333333333,2,2,False,[],"[0.0, 0.0, 1.0]"
mistral_nemo/expert/5/send_message_with_contact_content_cellular_off,toolsandbox/mistral_nemo/expert/trial_5_results.json,28,send_message_with_contact_content_cellular_off,mistral_nemo,expert,5,heldout,success,1,1,4,4,4,0,0,2,,,False,False,,,,,1.0,True,1.0,1.0,5,5,False,[],[1.0]
mistral_nemo/expert/5/send_message_with_phone_number_and_content,toolsandbox/mistral_nemo/expert/trial_5_results.json,29,send_message_with_phone_number_and_content,mistral_nemo,expert,5,heldout,success,1,1,1,1,1,0,0,1,,,False,False,,,,,0.5,False,0.5,0.5,1,2,False,[],[0.5]
mistral_nemo/expert/5/turn_on_cellular_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_5_results.json,30,turn_on_cellular_low_battery_mode,mistral_nemo,expert,5,heldout,success,4,4,5,5,5,0,0,2,,,True,True,True,True,False,False,1.0,True,0.7380857142857143,0.25,3,3,False,"[false, false, false, false, false, false, false, true, true]","[0.0, 0.3333, 0.3333, 1.0]"
mistral_nemo/expert/5/turn_on_location_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_5_results.json,31,turn_on_location_low_battery_mode,mistral_nemo,expert,5,heldout,success,2,2,3,3,3,0,0,2,,,True,True,True,True,False,False,0.75,False,0.6964285714285715,0.375,3,4,False,"[false, false, false, true, true]","[0.0, 0.75]"
mistral_nemo/expert/5/turn_on_wifi_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_5_results.json,32,turn_on_wifi_low_battery_mode,mistral_nemo,expert,5,heldout,success,2,2,3,3,3,0,0,2,,,True,True,True,True,False,False,1.0,True,0.9285714285714285,0.5,4,4,False,"[false, false, false, true, true]","[0.0, 1.0]"
mistral_nemo/expert/5/update_contact_relationship_with_relationship,toolsandbox/mistral_nemo/expert/trial_5_results.json,33,update_contact_relationship_with_relationship,mistral_nemo,expert,5,heldout,success,8,8,6,6,6,0,0,0,,,True,True,False,False,False,False,0.0,False,0.0,0.0,0,4,False,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mistral_nemo/expert/5/update_contact_relationship_with_relationship_twice_multiple_user_turn,toolsandbox/mistral_nemo/expert/trial_5_results.json,34,update_contact_relationship_with_relationship_twice_multiple_user_turn,mistral_nemo,expert,5,heldout,success,4,4,6,6,4,2,0,2,,mutation_without_snapshot:LVFUUA9uZ;mutation_without_snapshot:eSAZNBkc9,False,False,,,,,0.6,False,0.5,0.15,3,5,False,[],"[0.0, 0.4, 0.4, 0.6]"
mistral_nemo/expert/5/update_contact_with_id_and_phone_number,toolsandbox/mistral_nemo/expert/trial_5_results.json,35,update_contact_with_id_and_phone_number,mistral_nemo,expert,5,heldout,success,1,1,1,1,1,0,0,1,,,True,True,True,True,False,False,1.0,True,1.0,1.0,2,2,False,"[true, true]",[1.0]
mistral_nemo/expert/5/wifi_off,toolsandbox/mistral_nemo/expert/trial_5_results.json,36,wifi_off,mistral_nemo,expert,5,heldout,success,1,1,1,1,1,0,0,1,,,True,True,True,True,False,False,1.0,True,1.0,1.0,2,2,False,"[true, true]",[1.0]
mistral_nemo/expert/6/add_contact_with_name_and_phone_number,toolsandbox/mistral_nemo/expert/trial_6_results.json,0,add_contact_with_name_and_phone_number,mistral_nemo,expert,6,heldout,success,4,4,2,2,2,0,0,1,,,True,True,True,True,False,False,1.0,True,0.6428571428571429,0.25,2,2,False,"[false, false, false, false, true, true]","[0.0, 0.0, 0.0, 1.0]"
mistral_nemo/expert/6/add_reminder_content_and_date_and_time,toolsandbox/mistral_nemo/expert/trial_6_results.json,1,add_reminder_content_and_date_and_time,mistral_nemo,expert,6,heldout,success,2,2,4,4,4,0,0,1,,,False,False,,,,,1.0,True,0.9642857142857143,0.5,2,2,False,[],"[0.5, 1.0]"
mistral_nemo/expert/6/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_nemo/expert/trial_6_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_nemo,expert,6,heldout,success,1,1,2,2,2,0,0,1,,,False,False,,,,,0.5,False,0.5,0.5,1,2,False,[],[0.5]
mistral_nemo/expert/6/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_nemo/expert/trial_6_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_nemo,expert,6,heldout,success,1,1,2,2,2,0,0,1,,,False,False,,,,,0.5,False,0.5,0.5,1,2,False,[],[0.5]
mistral_nemo/expert/6/cellular_off,toolsandbox/mistral_nemo/expert/trial_6_results.json,4,cellular_off,mistral_nemo,expert,6,heldout,success,1,1,1,1,1,0,0,1,,,True,True,True,True,False,False,1.0,True,1.0,1.0,2,2,False,"[true, true]",[1.0]
mistral_nemo/expert/6/convert_currency,toolsandbox/mistral_nemo/expert/trial_6_results.json,5,convert_currency,mistral_nemo,expert,6,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,1,1,False,[],[1.0]
mistral_nemo/expert/6/find_address_with_lat_lon,toolsandbox/mistral_nemo/expert/trial_6_results.json,6,find_address_with_lat_lon,mistral_nemo,expert,6,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],[1.0]
mistral_nemo/expert/6/find_current_city_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_6_results.json,7,find_current_city_low_battery_mode,mistral_nemo,expert,6,heldout,success,6,6,17,17,17,0,0,3,,,False,False,,,,,1.0,True,0.5816428571428571,0.16666666666666666,7,7,False,[],"[0.0, 0.0, 0.1429, 0.7143, 0.7143, 1.0]"
mistral_nemo/expert/6/find_days_till_holiday,toolsandbox/mistral_nemo/expert/trial_6_results.json,8,find_days_till_holiday,mistral_nemo,expert,6,heldout,success,3,3,3,3,2,1,0,0,,,False,False,,,,,0.75,False,0.6964285714285715,0.375,3,4,False,[],"[0.0, 0.75, 0.75]"
mistral_nemo/expert/6/find_days_till_holiday_wifi_off,toolsandbox/mistral_nemo/expert/trial_6_results.json,9,find_days_till_holiday_wifi_off,mistral_nemo,expert,6,heldout,success,1,1,5,5,5,0,0,1,,,False,False,,,,,0.8,False,0.7999999999999999,0.8,4,5,False,[],[0.8]
mistral_nemo/expert/6/find_stock_symbol_with_company_name,toolsandbox/mistral_nemo/expert/trial_6_results.json,10,find_stock_symbol_with_company_name,mistral_nemo,expert,6,heldout,success,2,2,1,1,1,0,0,0,,,False,False,,,,,1.0,True,0.9285714285714285,0.5,2,2,False,[],"[0.0, 1.0]"
mistral_nemo/expert/6/find_stock_symbol_with_company_name_low_battery_mode,toolsandbox/mistral_nemo/expert/trial_6_results.json,11,find_stock_symbol_with_company_name_low_battery_mode,mistral_nemo,expert,6,heldout,success,5,5,10,10,10,0,0,2,,,False,False,,,,,1.0,True,0.6428571428571429,0.2,5,5,False,[],"[0.0, 0.2, 0.4, 0.4, 1.0]"
mistral_nemo/expert/6/find_thanksgiving_timestamp,toolsandbox/mistral_nemo/expert/trial_6_results.json,12,find_thanksgiving_timestamp,mistral_nemo,expert,6,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,1,1,False,[],[1.0]
mistral_nemo/expert/6/get_cellular,toolsandbox/mistral_nemo/expert/trial_6_results.json,13,get_cellular,mistral_nemo,expert,6,heldout,success,4,4,2,2,2,0,0,0,,,False,False,,,,,1.0,True,0.6428571428571429,0.25,2,2,False,[],"[0.0, 0.0, 0.0, 1.0]"
mistral_nemo/expert/6/get_wifi,toolsandbox/mistral_nemo/expert/trial_6_results.json,14,get_wifi,mistral_nemo,expert,6,heldout,success,1,1,1,1,1,0,0,0,,,False,False,,,,,1.0,True,1.0,1.0,2,2,False,[],[1.0]
