key,source,sample_index,sample_id,model,persona,trial,split,namespace,target_id,structural_issues,state_issues,clock_reason,clock_offset,target_epochs,content_final,time_final,effect_final,effect_ever_true,observed_regression,ever_true_final_false,initial_preserved_final,initial_preservation_ever_false,new_object_count,source_status,source_progress,source_full,source_full_effect_false_candidate,effect_history,calls
gpt_5/expert/7/add_reminder_content_and_weekday_delta_and_time,toolsandbox/gpt_5/expert/trial_7_results.json,3,add_reminder_content_and_weekday_delta_and_time,gpt_5,expert,7,later,REMINDER,,,,receipt_clock_mapping,28800,"[1758877200.0, 1759482000.0]",True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, true, true]",4
gpt_5/expert/7/modify_contact_with_message_recency,toolsandbox/gpt_5/expert/trial_7_results.json,15,modify_contact_with_message_recency,gpt_5,expert,7,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,True,True,False,False,True,False,0,success,0.8,False,False,"[false, false, false, true, true]",4
gpt_5/expert/7/send_message_with_contact_content_cellular_off,toolsandbox/gpt_5/expert/trial_7_results.json,28,send_message_with_contact_content_cellular_off,gpt_5,expert,7,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, true, true]",4
gpt_5/expert/7/send_message_with_phone_number_and_content,toolsandbox/gpt_5/expert/trial_7_results.json,29,send_message_with_phone_number_and_content,gpt_5,expert,7,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[true, true]",1
gpt_5/nonexpert/2/add_reminder_content_and_date_and_time,toolsandbox/gpt_5/nonexpert/trial_2_results.json,1,add_reminder_content_and_date_and_time,gpt_5,nonexpert,2,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,False,False,False,False,False,True,False,1,success,0.5,False,False,"[false, false, false, false, false, false, false]",2
gpt_5/nonexpert/2/add_reminder_content_and_week_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_2_results.json,2,add_reminder_content_and_week_delta_and_time,gpt_5,nonexpert,2,later,REMINDER,,,,receipt_clock_mapping,28800,[1758186000.0],True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, false, false, false, true, true, true]",4
gpt_5/nonexpert/2/add_reminder_content_and_weekday_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_2_results.json,3,add_reminder_content_and_weekday_delta_and_time,gpt_5,nonexpert,2,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[false, false, false, false, null, null]",2
gpt_5/nonexpert/2/modify_contact_with_message_recency,toolsandbox/gpt_5/nonexpert/trial_2_results.json,15,modify_contact_with_message_recency,gpt_5,nonexpert,2,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,True,True,False,False,True,False,0,success,0.8,False,False,"[false, false, false, true, true, true]",3
gpt_5/nonexpert/2/send_message_with_contact_content_cellular_off,toolsandbox/gpt_5/nonexpert/trial_2_results.json,28,send_message_with_contact_content_cellular_off,gpt_5,nonexpert,2,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, false, true, true]",4
gpt_5/nonexpert/2/send_message_with_phone_number_and_content,toolsandbox/gpt_5/nonexpert/trial_2_results.json,29,send_message_with_phone_number_and_content,gpt_5,nonexpert,2,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true, true]",1
gpt_5/nonexpert/3/add_reminder_content_and_date_and_time,toolsandbox/gpt_5/nonexpert/trial_3_results.json,1,add_reminder_content_and_date_and_time,gpt_5,nonexpert,3,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,False,False,False,False,False,True,False,1,success,0.0,False,False,"[false, false, false, false, false, false, false, false, false, false]",2
gpt_5/nonexpert/3/add_reminder_content_and_week_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_3_results.json,2,add_reminder_content_and_week_delta_and_time,gpt_5,nonexpert,3,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[false, false, false, false, null, null, null]",2
gpt_5/nonexpert/3/add_reminder_content_and_weekday_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_3_results.json,3,add_reminder_content_and_weekday_delta_and_time,gpt_5,nonexpert,3,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[false, false, false, false, false, false, null, null]",2
gpt_5/nonexpert/3/modify_contact_with_message_recency,toolsandbox/gpt_5/nonexpert/trial_3_results.json,15,modify_contact_with_message_recency,gpt_5,nonexpert,3,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,True,True,False,False,True,False,0,success,0.8,False,False,"[false, false, false, false, true, true]",4
gpt_5/nonexpert/3/send_message_with_contact_content_cellular_off,toolsandbox/gpt_5/nonexpert/trial_3_results.json,28,send_message_with_contact_content_cellular_off,gpt_5,nonexpert,3,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, true, true]",4
gpt_5/nonexpert/3/send_message_with_phone_number_and_content,toolsandbox/gpt_5/nonexpert/trial_3_results.json,29,send_message_with_phone_number_and_content,gpt_5,nonexpert,3,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[true, true, true]",1
gpt_5/nonexpert/4/add_reminder_content_and_date_and_time,toolsandbox/gpt_5/nonexpert/trial_4_results.json,1,add_reminder_content_and_date_and_time,gpt_5,nonexpert,4,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,False,False,False,False,False,True,False,1,success,0.5,False,False,"[false, false, false, false, false, false, false]",2
gpt_5/nonexpert/4/add_reminder_content_and_week_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_4_results.json,2,add_reminder_content_and_week_delta_and_time,gpt_5,nonexpert,4,later,REMINDER,,,,receipt_clock_mapping,28800,[1758272400.0],True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, false, false, true, true, true]",4
gpt_5/nonexpert/4/add_reminder_content_and_weekday_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_4_results.json,3,add_reminder_content_and_weekday_delta_and_time,gpt_5,nonexpert,4,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[false, false, false, null, null, null]",2
gpt_5/nonexpert/4/modify_contact_with_message_recency,toolsandbox/gpt_5/nonexpert/trial_4_results.json,15,modify_contact_with_message_recency,gpt_5,nonexpert,4,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,True,True,False,False,True,False,0,success,0.8,False,False,"[false, false, false, false, true, true]",4
gpt_5/nonexpert/4/send_message_with_contact_content_cellular_off,toolsandbox/gpt_5/nonexpert/trial_4_results.json,28,send_message_with_contact_content_cellular_off,gpt_5,nonexpert,4,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, false, false, true, true, true]",5
gpt_5/nonexpert/4/send_message_with_phone_number_and_content,toolsandbox/gpt_5/nonexpert/trial_4_results.json,29,send_message_with_phone_number_and_content,gpt_5,nonexpert,4,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true, true]",1
gpt_5/nonexpert/5/add_reminder_content_and_date_and_time,toolsandbox/gpt_5/nonexpert/trial_5_results.json,1,add_reminder_content_and_date_and_time,gpt_5,nonexpert,5,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,False,False,False,False,False,True,False,1,success,0.5,False,False,"[false, false, false, false, false, false, false]",2
gpt_5/nonexpert/5/add_reminder_content_and_week_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_5_results.json,2,add_reminder_content_and_week_delta_and_time,gpt_5,nonexpert,5,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[false, false, false, false, false, null, null]",3
gpt_5/nonexpert/5/add_reminder_content_and_weekday_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_5_results.json,3,add_reminder_content_and_weekday_delta_and_time,gpt_5,nonexpert,5,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[false, false, false, false, null, null]",2
gpt_5/nonexpert/5/modify_contact_with_message_recency,toolsandbox/gpt_5/nonexpert/trial_5_results.json,15,modify_contact_with_message_recency,gpt_5,nonexpert,5,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,True,True,False,False,True,False,0,success,0.8,False,False,"[false, false, false, false, false, true, true]",4
gpt_5/nonexpert/5/send_message_with_contact_content_cellular_off,toolsandbox/gpt_5/nonexpert/trial_5_results.json,28,send_message_with_contact_content_cellular_off,gpt_5,nonexpert,5,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, true, true, true]",4
gpt_5/nonexpert/5/send_message_with_phone_number_and_content,toolsandbox/gpt_5/nonexpert/trial_5_results.json,29,send_message_with_phone_number_and_content,gpt_5,nonexpert,5,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true]",1
gpt_5/nonexpert/6/add_reminder_content_and_date_and_time,toolsandbox/gpt_5/nonexpert/trial_6_results.json,1,add_reminder_content_and_date_and_time,gpt_5,nonexpert,6,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,False,False,False,False,False,True,False,1,success,0.5,False,False,"[false, false, false, false, false, false, false, false, false]",2
gpt_5/nonexpert/6/add_reminder_content_and_week_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_6_results.json,2,add_reminder_content_and_week_delta_and_time,gpt_5,nonexpert,6,later,REMINDER,,,,receipt_clock_mapping,28800,[1758358800.0],True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, false, false, true, true, true]",4
gpt_5/nonexpert/6/add_reminder_content_and_weekday_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_6_results.json,3,add_reminder_content_and_weekday_delta_and_time,gpt_5,nonexpert,6,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[false, false, false, false, null, null]",2
gpt_5/nonexpert/6/modify_contact_with_message_recency,toolsandbox/gpt_5/nonexpert/trial_6_results.json,15,modify_contact_with_message_recency,gpt_5,nonexpert,6,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,True,True,False,False,True,False,0,success,0.8,False,False,"[false, false, false, false, false, true, true]",5
gpt_5/nonexpert/6/send_message_with_contact_content_cellular_off,toolsandbox/gpt_5/nonexpert/trial_6_results.json,28,send_message_with_contact_content_cellular_off,gpt_5,nonexpert,6,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, true, true, true]",4
gpt_5/nonexpert/6/send_message_with_phone_number_and_content,toolsandbox/gpt_5/nonexpert/trial_6_results.json,29,send_message_with_phone_number_and_content,gpt_5,nonexpert,6,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[true, true, true]",1
gpt_5/nonexpert/7/add_reminder_content_and_date_and_time,toolsandbox/gpt_5/nonexpert/trial_7_results.json,1,add_reminder_content_and_date_and_time,gpt_5,nonexpert,7,later,REMINDER,,,,missing_or_inconsistent_clock_mapping,,null,False,,False,False,False,False,True,False,0,success,0.0,False,False,"[false, false, false, false, false, false, false, false]",0
gpt_5/nonexpert/7/add_reminder_content_and_week_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_7_results.json,2,add_reminder_content_and_week_delta_and_time,gpt_5,nonexpert,7,later,REMINDER,,,,missing_or_inconsistent_clock_mapping,,null,False,,False,False,False,False,True,False,0,success,0.5,False,False,"[false, false, false, false]",1
gpt_5/nonexpert/7/add_reminder_content_and_weekday_delta_and_time,toolsandbox/gpt_5/nonexpert/trial_7_results.json,3,add_reminder_content_and_weekday_delta_and_time,gpt_5,nonexpert,7,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[false, false, false, false, null, null, null]",2
gpt_5/nonexpert/7/modify_contact_with_message_recency,toolsandbox/gpt_5/nonexpert/trial_7_results.json,15,modify_contact_with_message_recency,gpt_5,nonexpert,7,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,True,True,False,False,True,False,0,success,0.8,False,False,"[false, false, false, false, true, true]",4
gpt_5/nonexpert/7/send_message_with_contact_content_cellular_off,toolsandbox/gpt_5/nonexpert/trial_7_results.json,28,send_message_with_contact_content_cellular_off,gpt_5,nonexpert,7,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, true, true]",4
gpt_5/nonexpert/7/send_message_with_phone_number_and_content,toolsandbox/gpt_5/nonexpert/trial_7_results.json,29,send_message_with_phone_number_and_content,gpt_5,nonexpert,7,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.0,False,False,"[false, false, true, true]",1
mistral_large_2411/expert/2/add_reminder_content_and_date_and_time,toolsandbox/mistral_large_2411/expert/trial_2_results.json,1,add_reminder_content_and_date_and_time,mistral_large_2411,expert,2,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, true, true]",2
mistral_large_2411/expert/2/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_2_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_large_2411,expert,2,later,REMINDER,,,,receipt_clock_mapping,28800,[1758358800.0],True,False,False,False,False,False,True,False,1,success,1.0,True,True,"[false, false, false, false]",3
mistral_large_2411/expert/2/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_2_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_large_2411,expert,2,later,REMINDER,,,,receipt_clock_mapping,28800,"[1758877200.0, 1759482000.0]",True,False,False,False,False,False,True,False,1,success,1.0,True,True,"[false, false, false, false, false]",4
mistral_large_2411/expert/2/modify_contact_with_message_recency,toolsandbox/mistral_large_2411/expert/trial_2_results.json,15,modify_contact_with_message_recency,mistral_large_2411,expert,2,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,mutation_without_snapshot:PTrVNLi5X;mutation_without_snapshot:Zv1poyDd3,,,null,,,,False,False,,,False,0,success,0.4,False,False,"[false, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",8
mistral_large_2411/expert/2/send_message_with_contact_content_cellular_off,toolsandbox/mistral_large_2411/expert/trial_2_results.json,28,send_message_with_contact_content_cellular_off,mistral_large_2411,expert,2,later,MESSAGING,,,,,,null,False,,False,False,False,False,True,False,0,success,0.4,False,False,"[false, false, false]",2
mistral_large_2411/expert/2/send_message_with_phone_number_and_content,toolsandbox/mistral_large_2411/expert/trial_2_results.json,29,send_message_with_phone_number_and_content,mistral_large_2411,expert,2,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true]",1
mistral_large_2411/expert/3/add_reminder_content_and_date_and_time,toolsandbox/mistral_large_2411/expert/trial_3_results.json,1,add_reminder_content_and_date_and_time,mistral_large_2411,expert,3,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],False,,False,False,False,False,True,False,0,success,0.5,False,False,"[false, false, false]",2
mistral_large_2411/expert/3/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_3_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_large_2411,expert,3,later,REMINDER,,,,missing_or_inconsistent_clock_mapping,,null,False,,False,False,False,False,True,False,0,success,0.5,False,False,"[false, false, false, false, false, false, false]",3
mistral_large_2411/expert/3/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_3_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_large_2411,expert,3,later,REMINDER,,,,receipt_clock_mapping,28800,"[1758877200.0, 1759482000.0]",False,,False,False,False,False,True,False,0,success,0.5,False,False,"[false, false, false, false, false]",4
mistral_large_2411/expert/3/modify_contact_with_message_recency,toolsandbox/mistral_large_2411/expert/trial_3_results.json,15,modify_contact_with_message_recency,mistral_large_2411,expert,3,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,mutation_without_snapshot:W5xmGayON,,,null,,,,False,False,,,False,0,success,0.2,False,False,"[false, null, null, null, null, null, null]",3
mistral_large_2411/expert/3/send_message_with_contact_content_cellular_off,toolsandbox/mistral_large_2411/expert/trial_3_results.json,28,send_message_with_contact_content_cellular_off,mistral_large_2411,expert,3,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, false, false, true, true]",6
mistral_large_2411/expert/3/send_message_with_phone_number_and_content,toolsandbox/mistral_large_2411/expert/trial_3_results.json,29,send_message_with_phone_number_and_content,mistral_large_2411,expert,3,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true]",1
mistral_large_2411/expert/4/add_reminder_content_and_date_and_time,toolsandbox/mistral_large_2411/expert/trial_4_results.json,1,add_reminder_content_and_date_and_time,mistral_large_2411,expert,4,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, true, true]",2
mistral_large_2411/expert/4/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_4_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_large_2411,expert,4,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,1.0,True,False,"[false, false, null, null]",3
mistral_large_2411/expert/4/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_4_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_large_2411,expert,4,later,REMINDER,,,,receipt_clock_mapping,28800,"[1758877200.0, 1759482000.0]",True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, true, true]",5
mistral_large_2411/expert/4/modify_contact_with_message_recency,toolsandbox/mistral_large_2411/expert/trial_4_results.json,15,modify_contact_with_message_recency,mistral_large_2411,expert,4,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,mutation_without_snapshot:Yz7nAEFem,,,null,,,,False,False,,,False,0,success,0.2,False,False,"[false, null, null, null, null, null, null, null, null, null, null, null]",4
mistral_large_2411/expert/4/send_message_with_contact_content_cellular_off,toolsandbox/mistral_large_2411/expert/trial_4_results.json,28,send_message_with_contact_content_cellular_off,mistral_large_2411,expert,4,later,MESSAGING,,,,,,null,False,,False,False,False,False,True,False,0,success,0.6,False,False,"[false, false, false, false, false]",4
mistral_large_2411/expert/4/send_message_with_phone_number_and_content,toolsandbox/mistral_large_2411/expert/trial_4_results.json,29,send_message_with_phone_number_and_content,mistral_large_2411,expert,4,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true]",1
mistral_large_2411/expert/5/add_reminder_content_and_date_and_time,toolsandbox/mistral_large_2411/expert/trial_5_results.json,1,add_reminder_content_and_date_and_time,mistral_large_2411,expert,5,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, true, true]",2
mistral_large_2411/expert/5/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_5_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_large_2411,expert,5,later,REMINDER,,,,receipt_clock_mapping,28800,[1758358800.0],True,False,False,False,False,False,True,False,1,success,1.0,True,True,"[false, false, false, false]",3
mistral_large_2411/expert/5/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_5_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_large_2411,expert,5,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,0.5,False,False,"[null, null]",2
mistral_large_2411/expert/5/modify_contact_with_message_recency,toolsandbox/mistral_large_2411/expert/trial_5_results.json,15,modify_contact_with_message_recency,mistral_large_2411,expert,5,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,mutation_without_snapshot:YEZ8odTSD,,,null,,,,False,False,,,False,0,success,0.2,False,False,"[false, false, false, false, null, null, null, null, null, null, null]",6
mistral_large_2411/expert/5/send_message_with_contact_content_cellular_off,toolsandbox/mistral_large_2411/expert/trial_5_results.json,28,send_message_with_contact_content_cellular_off,mistral_large_2411,expert,5,later,MESSAGING,,,,,,null,False,,False,False,False,False,True,False,0,success,0.8,False,False,"[false, false, false, false, false]",4
mistral_large_2411/expert/5/send_message_with_phone_number_and_content,toolsandbox/mistral_large_2411/expert/trial_5_results.json,29,send_message_with_phone_number_and_content,mistral_large_2411,expert,5,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true]",1
mistral_large_2411/expert/6/add_reminder_content_and_date_and_time,toolsandbox/mistral_large_2411/expert/trial_6_results.json,1,add_reminder_content_and_date_and_time,mistral_large_2411,expert,6,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, true, true]",2
mistral_large_2411/expert/6/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_6_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_large_2411,expert,6,later,REMINDER,,,,receipt_clock_mapping,28800,[1758358800.0],True,False,False,False,False,False,True,False,1,success,1.0,True,True,"[false, false, false, false]",3
mistral_large_2411/expert/6/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_6_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_large_2411,expert,6,later,REMINDER,,,,receipt_clock_mapping,28800,"[1758877200.0, 1759482000.0]",True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, true, true]",4
mistral_large_2411/expert/6/modify_contact_with_message_recency,toolsandbox/mistral_large_2411/expert/trial_6_results.json,15,modify_contact_with_message_recency,mistral_large_2411,expert,6,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,False,False,False,False,True,False,0,success,0.2,False,False,"[false, false, false, false, false, false, false, false, false, false, false, false, false]",5
mistral_large_2411/expert/6/send_message_with_contact_content_cellular_off,toolsandbox/mistral_large_2411/expert/trial_6_results.json,28,send_message_with_contact_content_cellular_off,mistral_large_2411,expert,6,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, true, true]",5
mistral_large_2411/expert/6/send_message_with_phone_number_and_content,toolsandbox/mistral_large_2411/expert/trial_6_results.json,29,send_message_with_phone_number_and_content,mistral_large_2411,expert,6,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true]",1
mistral_large_2411/expert/7/add_reminder_content_and_date_and_time,toolsandbox/mistral_large_2411/expert/trial_7_results.json,1,add_reminder_content_and_date_and_time,mistral_large_2411,expert,7,later,REMINDER,,,,missing_or_inconsistent_clock_mapping,,null,True,,,False,False,,True,False,1,success,1.0,True,False,"[false, null, null]",2
mistral_large_2411/expert/7/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_7_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_large_2411,expert,7,later,REMINDER,,,,missing_or_inconsistent_clock_mapping,,null,True,,,False,False,,True,False,1,success,1.0,True,False,"[false, false, null, null]",3
mistral_large_2411/expert/7/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_large_2411/expert/trial_7_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_large_2411,expert,7,later,REMINDER,,,,receipt_clock_mapping,28800,"[1758877200.0, 1759482000.0]",True,True,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, true, true]",4
mistral_large_2411/expert/7/modify_contact_with_message_recency,toolsandbox/mistral_large_2411/expert/trial_7_results.json,15,modify_contact_with_message_recency,mistral_large_2411,expert,7,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,False,False,False,False,True,False,0,success,0.0,False,False,"[false, false, false, false, false]",2
mistral_large_2411/expert/7/send_message_with_contact_content_cellular_off,toolsandbox/mistral_large_2411/expert/trial_7_results.json,28,send_message_with_contact_content_cellular_off,mistral_large_2411,expert,7,later,MESSAGING,,,,,,null,False,,False,False,False,False,True,False,0,success,0.4,False,False,"[false, false, false]",2
mistral_large_2411/expert/7/send_message_with_phone_number_and_content,toolsandbox/mistral_large_2411/expert/trial_7_results.json,29,send_message_with_phone_number_and_content,mistral_large_2411,expert,7,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,0.5,False,False,"[true, true]",1
mistral_large_2411/nonexpert/2/add_reminder_content_and_date_and_time,toolsandbox/mistral_large_2411/nonexpert/trial_2_results.json,1,add_reminder_content_and_date_and_time,mistral_large_2411,nonexpert,2,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],True,False,False,False,False,False,True,False,1,success,0.0,False,False,"[false, false, false, false, false]",2
mistral_large_2411/nonexpert/2/add_reminder_content_and_week_delta_and_time,toolsandbox/mistral_large_2411/nonexpert/trial_2_results.json,2,add_reminder_content_and_week_delta_and_time,mistral_large_2411,nonexpert,2,later,REMINDER,,,,missing_current_timestamp_anchor,28800,null,True,,,False,False,,True,False,1,success,1.0,True,False,"[false, false, false, false, false, false, false, null, null, null, null]",4
mistral_large_2411/nonexpert/2/add_reminder_content_and_weekday_delta_and_time,toolsandbox/mistral_large_2411/nonexpert/trial_2_results.json,3,add_reminder_content_and_weekday_delta_and_time,mistral_large_2411,nonexpert,2,later,REMINDER,,,,receipt_clock_mapping,28800,"[1758272400.0, 1758877200.0]",True,False,False,False,False,False,True,False,1,success,1.0,True,True,"[false, false, false, false, false, false, false, false, false, false]",6
mistral_large_2411/nonexpert/2/modify_contact_with_message_recency,toolsandbox/mistral_large_2411/nonexpert/trial_2_results.json,15,modify_contact_with_message_recency,mistral_large_2411,nonexpert,2,later,CONTACT,e3570ab6-0819-5032-be1e-2b366390c8ef,,,,,null,,,False,False,False,False,True,False,0,success,0.4,False,False,"[false, false, false, false, false, false]",3
mistral_large_2411/nonexpert/2/send_message_with_contact_content_cellular_off,toolsandbox/mistral_large_2411/nonexpert/trial_2_results.json,28,send_message_with_contact_content_cellular_off,mistral_large_2411,nonexpert,2,later,MESSAGING,,,,,,null,True,,True,True,False,False,True,False,1,success,1.0,True,False,"[false, false, false, false, false, false, true, true]",5
mistral_large_2411/nonexpert/2/send_message_with_phone_number_and_content,toolsandbox/mistral_large_2411/nonexpert/trial_2_results.json,29,send_message_with_phone_number_and_content,mistral_large_2411,nonexpert,2,later,MESSAGING,,,,,,null,False,,False,False,False,False,True,False,0,success,0.0,False,False,"[false, false, false]",1
mistral_large_2411/nonexpert/3/add_reminder_content_and_date_and_time,toolsandbox/mistral_large_2411/nonexpert/trial_3_results.json,1,add_reminder_content_and_date_and_time,mistral_large_2411,nonexpert,3,later,REMINDER,,,,receipt_clock_mapping,28800,[1711098000.0],False,,False,False,False,False,True,False,0,success,1.0,True,True,"[false, false, false, false, false, false]",1
